id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
10604086,封神第一部：朝歌风云,,https://dou.img.lithub.cc/movie/10604086.jpg,2023-07-20(中国大陆),https://movie.douban.com/subject/10604086/,7.8,"动作,战争,奇幻",3,不喜欢。推荐不看。,,2023-08-15 23:06:31,2023 / 中国大陆 / 动作 战争 奇幻 古装 / 乌尔善 / 费翔 李雪健
35698284,关于我和鬼变成家人的那件事,,https://dou.img.lithub.cc/movie/35698284.jpg,2023-02-10(中国台湾),https://movie.douban.com/subject/35698284/,8.1,"喜剧,悬疑,同性",5,笑笑,,2023-08-10 23:50:01,2022 / 中国台湾 / 喜剧 悬疑 同性 奇幻 / 程伟豪 / 许光汉 林柏宏
21318488,消失的爱人,,https://dou.img.lithub.cc/movie/21318488.jpg,2014-09-26(纽约电影节),https://movie.douban.com/subject/21318488/,8.7,"剧情,悬疑,惊悚",4,“当我想到我的妻子时，我总是先想起她的头颅。我想象着劈开她那可爱的头颅，梳理她的大脑，试图找到答案——任何婚姻中的首要问题的答案：What are you thinking?How are you feeling? What have we done to each other?”,,2023-07-26 22:11:42,2014 / 美国 / 剧情 悬疑 惊悚 犯罪 / 大卫·芬奇 / 本·阿弗莱克 裴淳华
36035676,长安三万里,,https://dou.img.lithub.cc/movie/36035676.jpg,2023-07-08(中国大陆),https://movie.douban.com/subject/36035676/,8.3,"动画,历史",5,若不是这电影，还真不了解李白高适之间的这些故事。,,2023-07-21 23:58:26,2023 / 中国大陆 / 动画 历史 / 谢君伟 邹靖 / 杨天翔 凌振赫
1790577,放·逐,,https://dou.img.lithub.cc/movie/1790577.jpg,2006-10-19(中国香港),https://movie.douban.com/subject/1790577/,8.3,"惊悚,犯罪",4,,,2023-06-17 23:14:42,2006 / 中国香港 / 惊悚 犯罪 / 杜琪峰 / 黄秋生 吴镇宇
35457272,保你平安,,https://dou.img.lithub.cc/movie/35457272.jpg,2023-03-10(中国大陆),https://movie.douban.com/subject/35457272/,7.6,"剧情,喜剧",4,别信什么谣言止于智者，这是屁话。止于智者了，但架不住现今微博抖音一众博眼球蹭流量的傻逼呀。,,2023-06-10 00:28:10,2022 / 中国大陆 / 剧情 喜剧 / 大鹏 / 大鹏 李雪琴
30209084,对不起，我们错过了你,,https://dou.img.lithub.cc/movie/30209084.jpg,2019-05-16(戛纳电影节),https://movie.douban.com/subject/30209084/,8.5,"剧情,家庭",4,,,2023-06-08 23:17:21,2019 / 英国 法国 比利时 / 剧情 家庭 / 肯·洛奇 / 克里斯·希钦 黛比·哈尼伍德
26374197,蜘蛛侠：平行宇宙,,https://dou.img.lithub.cc/movie/26374197.jpg,2018-12-21(中国大陆),https://movie.douban.com/subject/26374197/,8.6,"动作,科幻,动画",4,,,2023-06-06 23:18:17,2018 / 美国 / 动作 科幻 动画 冒险 / 鲍勃·佩尔西凯蒂 彼得·拉姆齐 罗德尼·罗斯曼 / 沙梅克·摩尔 杰克·约翰逊
20452350,9号秘事 第一季,,https://dou.img.lithub.cc/movie/20452350.jpg,2014-02-05(英国),https://movie.douban.com/subject/20452350/,9.1,"喜剧,悬疑,恐怖",4,看了第一季6集+第二季第1集。准备弃了，不是我喜欢的类型，英式幽默欣赏不来，悬疑反转还是《毛骗》更适合我看。,,2023-05-16 17:40:40,2014 / 英国 / 喜剧 悬疑 恐怖 / 大卫·科尔 / 里斯·谢尔史密斯 史蒂夫·佩姆伯顿
26087471,俄罗斯方块,,https://dou.img.lithub.cc/movie/26087471.jpg,2023-03-15(西南偏南电影节),https://movie.douban.com/subject/26087471/,8.1,"剧情,惊悚,传记",5,,,2023-05-12 00:13:13,2023 / 英国 美国 / 剧情 惊悚 传记 历史 / 乔·拜尔德 / 塔伦·埃哲顿 尼基塔·叶甫列莫夫
